,unit,na_item,geo,time,value
323,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2013,87392.2
324,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2014,90410.7
325,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2015,93534.4
326,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2016,98151.5
327,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2017,105206.1
328,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2018,109310.9
329,"Chain linked volumes (2005), million euro","Value added, gross",Romania,2019,113257.5
330,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2010,21232.0
331,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2011,21672.2
332,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2012,21537.5
333,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2013,22327.9
334,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2014,21900.9
335,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2015,22399.8
336,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2016,23251.3
337,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2017,23746.1
338,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2018,24830.0
339,"Chain linked volumes (2005), million euro","Value added, gross",Serbia,2019,25911.8
340,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2010,304056.1
341,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2011,314659.7
342,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2012,312869.3
343,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2013,316182.9
344,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2014,325140.7
345,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2015,339091.2
346,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2016,346036.0
347,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2017,355009.2
348,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2018,362758.9
349,"Chain linked volumes (2005), million euro","Value added, gross",Sweden,2019,367800.3
350,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2010,28247.1
351,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2011,28410.5
352,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2012,27762.1
353,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2013,27568.4
354,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2014,28518.4
355,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2015,29132.9
356,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2016,30052.7
357,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2017,31603.2
358,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2018,32884.5
359,"Chain linked volumes (2005), million euro","Value added, gross",Slovenia,2019,33671.7
360,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2010,45344.7
361,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2011,46318.5
362,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2012,47626.1
363,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2013,47726.4
364,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2014,49015.0
365,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2015,51233.3
366,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2016,52353.8
367,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2017,53716.4
368,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2018,55865.5
369,"Chain linked volumes (2005), million euro","Value added, gross",Slovakia,2019,57004.4
370,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2010,408419.7
371,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2011,454364.4
372,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2012,478096.0
373,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2013,516141.3
374,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2014,545049.0
375,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2015,575718.7
376,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2016,593584.1
377,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2017,640529.0
378,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2018,660769.8
379,"Chain linked volumes (2005), million euro","Value added, gross",Turkey,2019,
380,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2010,1891499.2
381,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2011,1925808.3
382,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2012,1954091.1
383,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2013,1996860.2
384,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2014,2048092.9
385,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2015,2092132.2
386,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2016,2132857.4
387,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2017,2175193.5
388,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2018,2203589.0
389,"Chain linked volumes (2005), million euro","Value added, gross",United Kingdom,2019,2234736.2
